card_name,face_name,scryfall_id,set,collector_number,image_url
Reality Smasher,,00449fad-6b06-40b1-8179-cbc86acec907,sld,1153,https://cards.scryfall.io/normal/front/0/0/00449fad-6b06-40b1-8179-cbc86acec907.jpg?1783918767
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",Growing Rites of Itlimoc,004524bf-b249-4dac-9c10-44d57143feb9,lci,188,https://cards.scryfall.io/normal/front/0/0/004524bf-b249-4dac-9c10-44d57143feb9.jpg?1783913751
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun","Itlimoc, Cradle of the Sun",004524bf-b249-4dac-9c10-44d57143feb9,lci,188,https://cards.scryfall.io/normal/back/0/0/004524bf-b249-4dac-9c10-44d57143feb9.jpg?1783913751
Goblin Army,,0045408d-4ab9-48bf-84aa-c6d827682090,thob,4,https://cards.scryfall.io/normal/front/0/0/0045408d-4ab9-48bf-84aa-c6d827682090.jpg?1785497563
Orzhov Advokist,,00464232-2594-405a-95bb-f9b2a3287871,c16,3,https://cards.scryfall.io/normal/front/0/0/00464232-2594-405a-95bb-f9b2a3287871.jpg?1783937091
Initiate's Companion,,0046b802-bc71-44af-8925-666684d5fc87,akh,174,https://cards.scryfall.io/normal/front/0/0/0046b802-bc71-44af-8925-666684d5fc87.jpg?1783936472
Tsabo's Assassin,,0047302d-4e3d-4327-9bb2-ecd5b00b00e3,inv,128,https://cards.scryfall.io/normal/front/0/0/0047302d-4e3d-4327-9bb2-ecd5b00b00e3.jpg?1783945689
Mana Clash,,004909d8-b362-44c4-ae6f-96b28546fb72,9ed,203★,https://cards.scryfall.io/normal/front/0/0/004909d8-b362-44c4-ae6f-96b28546fb72.jpg?1783943963
Darksteel Splicer,,004966d8-2e2d-4b6a-938a-10f257179cf8,moc,100,https://cards.scryfall.io/normal/front/0/0/004966d8-2e2d-4b6a-938a-10f257179cf8.jpg?1783917239
"Hogaak, Arisen Necropolis",,0049e68d-0caf-474f-9523-dad343f1250a,mh1,202,https://cards.scryfall.io/normal/front/0/0/0049e68d-0caf-474f-9523-dad343f1250a.jpg?1783933082
Survival of the Fittest,,004a0178-b523-473f-8410-480e6aaec242,wc98,bs129,https://cards.scryfall.io/normal/front/0/0/004a0178-b523-473f-8410-480e6aaec242.jpg?1783946397
Keen-Eyed Curator,,004a67ce-60ef-4cc2-9f4d-f30e3029d80a,blb,322,https://cards.scryfall.io/normal/front/0/0/004a67ce-60ef-4cc2-9f4d-f30e3029d80a.jpg?1783910764
Jasmine Boreal,,004af467-815a-47c0-a974-1ae49ca3a1a8,tsb,93,https://cards.scryfall.io/normal/front/0/0/004af467-815a-47c0-a974-1ae49ca3a1a8.jpg?1783943265
Bone Dragon,,004b44af-9b27-4689-a6b6-bcd3ad0aca7e,pm19,88s,https://cards.scryfall.io/normal/front/0/0/004b44af-9b27-4689-a6b6-bcd3ad0aca7e.jpg?1783934449
Psychic Venom,,004b6463-0aef-4419-b4f2-dc3fa6eee901,5ed,113,https://cards.scryfall.io/normal/front/0/0/004b6463-0aef-4419-b4f2-dc3fa6eee901.jpg?1783946942
Birthing Ritual,,004bbc84-b57b-4393-889e-dff95e8f334c,mh3,337,https://cards.scryfall.io/normal/front/0/0/004bbc84-b57b-4393-889e-dff95e8f334c.jpg?1783911196
Sokka's Haiku,,004be4bc-ac3c-4026-8d36-f4687ab18c70,tla,71,https://cards.scryfall.io/normal/front/0/0/004be4bc-ac3c-4026-8d36-f4687ab18c70.jpg?1783904981
A-Falcon Abomination,,004c1078-0dea-4885-97b5-497f3f15c8c3,mid,A-52,https://cards.scryfall.io/normal/front/0/0/004c1078-0dea-4885-97b5-497f3f15c8c3.jpg?1783923619
Fire Elemental,,004d5c22-415c-4aa8-87f6-a4cf609d1eae,4bb,191,https://cards.scryfall.io/normal/front/0/0/004d5c22-415c-4aa8-87f6-a4cf609d1eae.jpg?1783947655
Grizzly Fate,,004e1457-d951-4029-8bb6-17a290793e79,vma,215,https://cards.scryfall.io/normal/front/0/0/004e1457-d951-4029-8bb6-17a290793e79.jpg?1783939256
Swamp,,004e232c-ea3d-4a8c-bf16-234ac09e4567,30a,289,https://cards.scryfall.io/normal/front/0/0/004e232c-ea3d-4a8c-bf16-234ac09e4567.jpg?1783919407
Ancient Spring,,004eefa4-947b-45fc-b45c-5263bfd763bc,inv,319,https://cards.scryfall.io/normal/front/0/0/004eefa4-947b-45fc-b45c-5263bfd763bc.jpg?1783945646
Spirit,,004f2ea4-0477-49b2-ad06-5aac7991103d,tfic,3,https://cards.scryfall.io/normal/front/0/0/004f2ea4-0477-49b2-ad06-5aac7991103d.jpg?1783906143
Suspend Aggression,,004fdcbe-6dc9-40ad-9467-b89b72a4a8ca,sos,357,https://cards.scryfall.io/normal/front/0/0/004fdcbe-6dc9-40ad-9467-b89b72a4a8ca.jpg?1783903584
Howlgeist,,00502ed1-4364-41cd-b717-1f9e38d1afe6,j22,673,https://cards.scryfall.io/normal/front/0/0/00502ed1-4364-41cd-b717-1f9e38d1afe6.jpg?1783918867
Sengir Vampire,,00508913-ba8c-4985-9547-d74e07e1cc6b,anb,60,https://cards.scryfall.io/normal/front/0/0/00508913-ba8c-4985-9547-d74e07e1cc6b.jpg?1783929813
Farewell,,0050b693-7bad-4c0c-baca-0186d153ce2e,neo,436,https://cards.scryfall.io/normal/front/0/0/0050b693-7bad-4c0c-baca-0186d153ce2e.jpg?1783923753
Digsite Engineer,,0050be51-8c4e-4b97-b171-ede5fadfd141,c21,342,https://cards.scryfall.io/normal/front/0/0/0050be51-8c4e-4b97-b171-ede5fadfd141.jpg?1783927474
Security Rhox,,0050dd40-9a18-41e4-97e6-fce5bf220ccf,snc,220,https://cards.scryfall.io/normal/front/0/0/0050dd40-9a18-41e4-97e6-fce5bf220ccf.jpg?1783923072
Biogenic Upgrade,,00514af0-8538-44c8-b54b-25dcbfb858b1,j25,144,https://cards.scryfall.io/normal/front/0/0/00514af0-8538-44c8-b54b-25dcbfb858b1.jpg?1783908825
Belbe's Armor,,0052158b-58d1-4416-a7ce-7c6a7595263c,nem,126,https://cards.scryfall.io/normal/front/0/0/0052158b-58d1-4416-a7ce-7c6a7595263c.jpg?1783945810
Slinking Skirge,,00522c4b-4e64-4403-96b1-df41afbe255f,uds,71,https://cards.scryfall.io/normal/front/0/0/00522c4b-4e64-4403-96b1-df41afbe255f.jpg?1783946070
Thalakos Lowlands,,00536ba7-1865-4895-8314-da8949d261c9,brb,88,https://cards.scryfall.io/normal/front/0/0/00536ba7-1865-4895-8314-da8949d261c9.jpg?1783945874
Scoured Barrens,,00538414-90f3-41da-b67e-d81cfa643de3,neo,274,https://cards.scryfall.io/normal/front/0/0/00538414-90f3-41da-b67e-d81cfa643de3.jpg?1783923815
"Shaile, Dean of Radiance // Embrose, Dean of Shadow","Shaile, Dean of Radiance",00538777-8230-42bf-a6ea-adbe430d6b18,prm,90228,https://cards.scryfall.io/normal/front/0/0/00538777-8230-42bf-a6ea-adbe430d6b18.jpg?1783927008
"Shaile, Dean of Radiance // Embrose, Dean of Shadow","Embrose, Dean of Shadow",00538777-8230-42bf-a6ea-adbe430d6b18,prm,90228,https://cards.scryfall.io/normal/back/0/0/00538777-8230-42bf-a6eKing Macara-adbe430d6b18.jpg?1783927008
Spined Wurm,,0053bd00-90fd-48c2-8f79-952d5d1e3e74,por,185,https://cards.scryfall.io/normal/front/0/0/0053bd00-90fd-48c2-8f79-952d5d1e3e74.jpg?1783946802
Behemoth Sledge,,0053d366-fc35-443b-a8dd-4ab0c3362c81,pip,211,https://cards.scryfall.io/normal/front/0/0/0053d366-fc35-443b-a8dd-4ab0c3362c81.jpg?1783912352
"Cadric, Soul Kindler",,00541f77-f1ca-4de5-b080-de2dcdfe17e7,dmc,86,https://cards.scryfall.io/normal/front/0/0/00541f77-f1ca-4de5-b080-de2dcdfe17e7.jpg?1783921442
Summon: Choco/Mog,,00546117-018a-4286-bc20-b5446c5be56f,fin,35,https://cards.scryfall.io/normal/front/0/0/00546117-018a-4286-bc20-b5446c5be56f.jpg?1784182958
Grim Captain's Call,,0055934f-1567-4207-aaad-d32d0fe1cdba,xln,108,https://cards.scryfall.io/normal/front/0/0/0055934f-1567-4207-aaad-d32d0fe1cdba.jpg?1783935759
"Boseiju, Who Endures",,0055ea30-20fb-4324-a632-8fed87628f05,neo,412,https://cards.scryfall.io/normal/front/0/0/0055ea30-20fb-4324-a632-8fed87628f05.jpg?1783923761
Copy,,00560d67-5299-4681-952b-d153d82bedaf,plst,LCI-1,https://cards.scryfall.io/normal/front/0/0/00560d67-5299-4681-952b-d153d82bedaf.jpg?1783908201
Reassembling Skeleton,,00566375-e976-4e96-b751-cf0430452c9c,cmm,183,https://cards.scryfall.io/normal/front/0/0/00566375-e976-4e96-b751-cf0430452c9c.jpg?1783915666
Catastrophe,,00574054-7fac-4d77-a955-06e49fb01ae1,brb,12,https://cards.scryfall.io/normal/front/0/0/00574054-7fac-4d77-a955-06e49fb01ae1.jpg?1783945895
Vandalblast,,00576634-29da-4f9d-bcbb-07a2f80ceba5,sld,404,https://cards.scryfall.io/normal/front/0/0/00576634-29da-4f9d-bcbb-07a2f80ceba5.jpg?1783921568
Beledros Witherbloom,,0057bac8-7600-422e-88ef-accf1d0bb4ef,pstx,163p,https://cards.scryfall.io/normal/front/0/0/0057bac8-7600-422e-88ef-accf1d0bb4ef.jpg?1783927144
Enchanted Carriage,,0057c2ae-ea4f-404a-ab95-f3979efd1b3b,eld,218,https://cards.scryfall.io/normal/front/0/0/0057c2ae-ea4f-404a-ab95-f3979efd1b3b.jpg?1783932587
Insect,,0057f94e-c2be-44e1-a93b-e31432f4ffa5,tsoi,7,https://cards.scryfall.io/normal/front/0/0/0057f94e-c2be-44e1-a93b-e31432f4ffa5.jpg?1783937681
Workshop Elders,,0058a848-cb55-408a-a500-d97f573588f5,moc,245,https://cards.scryfall.io/normal/front/0/0/0058a848-cb55-408a-a500-d97f573588f5.jpg?1783917161
Floodbringer,,0058be07-a8a1-448e-8c3d-61718cb384ec,bok,34,https://cards.scryfall.io/normal/front/0/0/0058be07-a8a1-448e-8c3d-61718cb384ec.jpg?1783944208
Phyresis,,0059d21b-0725-4806-8691-2451db36787f,mbs,49,https://cards.scryfall.io/normal/front/0/0/0059d21b-0725-4806-8691-2451db36787f.jpg?1783941382
Banewhip Punisher,,005a19e2-c334-4b87-bc8b-55f62fc9abd9,hou,59,https://cards.scryfall.io/normal/front/0/0/005a19e2-c334-4b87-bc8b-55f62fc9abd9.jpg?1783936042
Mountain,,005a993c-5111-4364-9fba-75b3d94a8296,2ed,298,https://cards.scryfall.io/normal/front/0/0/005a993c-5111-4364-9fba-75b3d94a8296.jpg?1783948526
"Nin, the Pain Artist",,005ad65e-cf0b-48e9-a314-2ebba5a1400c,c17,183,https://cards.scryfall.io/normal/front/0/0/005ad65e-cf0b-48e9-a314-2ebba5a1400c.jpg?1783935879
Corpse Traders,,005ae9a2-b235-49ee-ae54-6875e087f43d,ddm,58,https://cards.scryfall.io/normal/front/0/0/005ae9a2-b235-49ee-ae54-6875e087f43d.jpg?1783939480
Rite of the Serpent,,005b9fec-66de-4079-88e0-c7de7e22d18e,ktk,86,https://cards.scryfall.io/normal/front/0/0/005b9fec-66de-4079-88e0-c7de7e22d18e.jpg?1783939079
Scourge of Fleets,,005be4aa-9800-4f68-b341-90328dc34d13,pjou,51★,https://cards.scryfall.io/normal/front/0/0/005be4aa-9800-4f68-b341-90328dc34d13.jpg?1783939464
Maro's Gone Nuts,,005c5a29-0cf5-4f14-83cc-f8b0ba40e8bf,cmb1,81,https://cards.scryfall.io/normal/front/0/0/005c5a29-0cf5-4f14-83cc-f8b0ba40e8bf.jpg?1783931692
Skullclamp,,005dae9a-dddc-4a11-95bb-cce319edcce4,c14,268,https://cards.scryfall.io/normal/front/0/0/005dae9a-dddc-4a11-95bb-cce319edcce4.jpg?1783938816
Skullmane Baku,,005edd3a-238d-471a-8d5b-2df735c49f67,bok,83,https://cards.scryfall.io/normal/front/0/0/005edd3a-238d-471a-8d5b-2df735c49f67.jpg?1783944196
Feeling of Dread,,005f90cb-3fed-443a-8ba6-f42e060787d2,sis,7,https://cards.scryfall.io/normal/front/0/0/005f90cb-3fed-443a-8ba6-f42e060787d2.jpg?1783917510
Ledger Shredder,,005fd651-7546-462f-bf9f-c78fb3310889,psnc,46p,https://cards.scryfall.io/normal/front/0/0/005fd651-7546-462f-bf9f-c78fb3310889.jpg?1783923445
Pia Nalaar,,00604865-a6af-4ce1-8010-f9c276c2c945,pkld,124s,https://cards.scryfall.io/normal/front/0/0/00604865-a6af-4ce1-8010-f9c276c2c945.jpg?1783937121
Shatterskull Charger,,0061031e-4189-492f-a55c-aef827c0c6ae,pznr,159s,https://cards.scryfall.io/normal/front/0/0/0061031e-4189-492f-a55c-aef827c0c6ae.jpg?1783929205
Infected Vermin,,00615487-3526-4b4c-bb06-8f2af1f101d0,ody,144,https://cards.scryfall.io/normal/front/0/0/00615487-3526-4b4c-bb06-8f2af1f101d0.jpg?1783945243
Venerable Warsinger,,006313f8-cc60-4a4e-8ec6-953cdf1c16e3,stx,246,https://cards.scryfall.io/normal/front/0/0/006313f8-cc60-4a4e-8ec6-953cdf1c16e3.jpg?1783927285
Thousand-Faced Shadow,,00632c03-be00-4722-85b3-2ce31bba5cc6,neo,451,https://cards.scryfall.io/normal/front/0/0/00632c03-be00-4722-85b3-2ce31bba5cc6.jpg?1783923746
"Delney, Streetwise Lookout",,0063654b-6e4e-4958-a63c-24cf933e4a40,mkm,378,https://cards.scryfall.io/normal/front/0/0/0063654b-6e4e-4958-a63c-24cf933e4a40.jpg?1783912782
Murderous Betrayal,,0063ed19-494b-4199-9120-d479bfcb625a,8ed,147,https://cards.scryfall.io/normal/front/0/0/0063ed19-494b-4199-9120-d479bfcb625a.jpg?1783944753
Eyeblight Massacre,,00652c09-c50c-40da-8f0f-86b5cc3f6c26,khc,49,https://cards.scryfall.io/normal/front/0/0/00652c09-c50c-40da-8f0f-86b5cc3f6c26.jpg?1783928321
Raise Dead,,0066c7a6-7775-43ba-81cd-35fbc5621bc3,leb,123,https://cards.scryfall.io/normal/front/0/0/0066c7a6-7775-43ba-81cd-35fbc5621bc3.jpg?1783948630
Hero,,00686381-e0a5-4cd3-8812-3b4aaefa31fa,tfin,26,https://cards.scryfall.io/normal/front/0/0/00686381-e0a5-4cd3-8812-3b4aaefa31fa.jpg?1783906127
Saprazzan Skerry,,006871fd-2641-42cb-a2ac-a33d05fc5a35,mmq,328,https://cards.scryfall.io/normal/front/0/0/006871fd-2641-42cb-a2ac-a33d05fc5a35.jpg?1783945904
Elder Gargaroth,,00694044-99c9-49f1-9e93-274d702a59f8,pm21,179p,https://cards.scryfall.io/normal/front/0/0/00694044-99c9-49f1-9e93-274d702a59f8.jpg?1783930543
Bloodline Culling,,0069688d-6fc8-466e-8b53-11f0ada87b21,mid,343,https://cards.scryfall.io/normal/front/0/0/0069688d-6fc8-466e-8b53-11f0ada87b21.jpg?1783925500
Jan Tomcani Bio,,006a2cce-dd8f-47d5-aedd-135e51ecfa23,wc01,jt0a,https://cards.scryfall.io/normal/front/0/0/006a2cce-dd8f-47d5-aedd-135e51ecfa23.jpg?1783945319
Enigma Drake,,006b0048-8a84-469c-974f-b75177b4dd81,akr,234,https://cards.scryfall.io/normal/front/0/0/006b0048-8a84-469c-974f-b75177b4dd81.jpg?1783929917
Sphinx Summoner,,006b5000-2a8f-4020-9dbf-7170da13b54e,con,127,https://cards.scryfall.io/normal/front/0/0/006b5000-2a8f-4020-9dbf-7170da13b54e.jpg?1783942464
Blessing of Frost,,006b5880-eb49-4198-930c-39a85ff6ec66,pkhm,161s,https://cards.scryfall.io/normal/front/0/0/006b5880-eb49-4198-930c-39a85ff6ec66.jpg?1783928023
Heartbeat of Spring,,006b8547-1427-4aa2-88e4-e82b0ff4bb6d,tle,42,https://cards.scryfall.io/normal/front/0/0/006b8547-1427-4aa2-88e4-e82b0ff4bb6d.jpg?1783904848
Saproling,,006c118e-b5c7-4726-acee-59132f23e4fc,tddj,1,https://cards.scryfall.io/normal/front/0/0/006c118e-b5c7-4726-acee-59132f23e4fc.jpg?1783940384
Worship,,006c18cf-b6d2-4fba-b9da-c9762fb3885b,8ed,57,https://cards.scryfall.io/normal/front/0/0/006c18cf-b6d2-4fba-b9da-c9762fb3885b.jpg?1783944817
Duress,,006cbb74-7447-45fb-b44b-bac31832b392,xln,105,https://cards.scryfall.io/normal/front/0/0/006cbb74-7447-45fb-b44b-bac31832b392.jpg?1783935761
"Miara, Thorn of the Glade",,006d1cf4-bdf2-4ed3-8583-38309807ce93,cmr,566,https://cards.scryfall.io/normal/front/0/0/006d1cf4-bdf2-4ed3-8583-38309807ce93.jpg?1783928651
Flame Slash,,006d2bf1-20f7-4b09-8d98-8233d91682bd,roe,145,https://cards.scryfall.io/normal/front/0/0/006d2bf1-20f7-4b09-8d98-8233d91682bd.jpg?1783941976
Forest,,006e0990-0596-4537-aced-51ac499938af,ddr,35,https://cards.scryfall.io/normal/front/0/0/006e0990-0596-4537-aced-51ac499938af.jpg?1783937266
Touch of the Void,,006ead4a-dc57-4856-8e13-235ba55483e6,bfz,134,https://cards.scryfall.io/normal/front/0/0/006ead4a-dc57-4856-8e13-235ba55483e6.jpg?1783938196
"Danitha, New Benalia's Light",,006eb5ef-ac0a-4e39-831c-4019512bce60,mat,79,https://cards.scryfall.io/normal/front/0/0/006eb5ef-ac0a-4e39-831c-4019512bce60.jpg?1783916491
Rite of Replication,,006ebdeb-ae82-4de9-8f9e-f76f275ea811,plst,C14-122,https://cards.scryfall.io/normal/front/0/0/006ebdeb-ae82-4de9-8f9e-f76f275ea811.jpg?1783909942
Punchcard // Punchcard,Punchcard,006f53ab-e200-4242-9e8f-494f8d574826,teoe,12,https://cards.scryfall.io/normal/front/0/0/006f53ab-e200-4242-9e8f-494f8d574826.jpg?1783905788
Punchcard // Punchcard,Punchcard,006f53ab-e200-4242-9e8f-494f8d574826,teoe,12,https://cards.scryfall.io/normal/back/0/0/006f53ab-e200-4242-9e8f-494f8d574826.jpg?1783905788
Guardian Angel,,006fa597-c469-4c9c-a14f-f09e1074392b,cei,22,https://cards.scryfall.io/normal/front/0/0/006fa597-c469-4c9c-a14f-f09e1074392b.jpg?1783948454
Elvish Archdruid,,006ff5a3-355b-4a7d-b402-bb3c8d32a585,hoc,204,https://cards.scryfall.io/normal/front/0/0/006ff5a3-355b-4a7d-b402-bb3c8d32a585.jpg?1785497593
Warrant // Warden,,0070651d-79aa-4ea6-b703-6ecd3528b548,rna,230,https://cards.scryfall.io/normal/front/0/0/0070651d-79aa-4ea6-b703-6ecd3528b548.jpg?1783933626
Sparkspitter,,0070bbf6-fdee-44ec-bfb8-3e99d6338e6e,plst,UMA-149,https://cards.scryfall.io/normal/front/0/0/0070bbf6-fdee-44ec-bfb8-3e99d6338e6e.jpg?1785827111
Hold the Perimeter,,00717f7c-0778-4a02-b6c0-b3c3f07e75a9,cn2,6,https://cards.scryfall.io/normal/front/0/0/00717f7c-0778-4a02-b6c0-b3c3f07e75a9.jpg?1783937368
Lightning Shrieker,,0071bf6e-a78b-4286-b3e7-acf44631a001,frf,106,https://cards.scryfall.io/normal/front/0/0/0071bf6e-a78b-4286-b3e7-acf44631a001.jpg?1783938687
"Atris, Oracle of Half-Truths",,0071c208-c5cc-49f2-83d7-b4d2a71a0a31,pthb,209s,https://cards.scryfall.io/normal/front/0/0/0071c208-c5cc-49f2-83d7-b4d2a71a0a31.jpg?1783931419
Pteramander,,0072bbbf-a695-47dd-9615-db2659f357db,otc,109,https://cards.scryfall.io/normal/front/0/0/0072bbbf-a695-47dd-9615-db2659f357db.jpg?1783911937
Diamond Faerie,,0072cf13-284b-4fb8-ab2c-b2e15388a30a,csp,128,https://cards.scryfall.io/normal/front/0/0/0072cf13-284b-4fb8-ab2c-b2e15388a30a.jpg?1783943324
Beast Within,,0072db20-b134-47bd-9b5b-a19a131ee738,who,819,https://cards.scryfall.io/normal/front/0/0/0072db20-b134-47bd-9b5b-a19a131ee738.jpg?1783914365
"Titania, Nature's Force",,0073096e-cc3b-499a-87d6-d1692fffe7a9,brc,25,https://cards.scryfall.io/normal/front/0/0/0073096e-cc3b-499a-87d6-d1692fffe7a9.jpg?1783919714
Blighted Burgeoning,,007324b3-b8a9-4a32-a5a1-ad78f3a07bc3,mom,177,https://cards.scryfall.io/normal/front/0/0/007324b3-b8a9-4a32-a5a1-ad78f3a07bc3.jpg?1783916976
Archmage of Runes,,0073371f-a31c-4b1f-9926-53efa0aadda4,pfdn,30s,https://cards.scryfall.io/normal/front/0/0/0073371f-a31c-4b1f-9926-53efa0aadda4.jpg?1783908551
Finale of Promise,,0073802c-2758-49e7-8b1f-8113704ed8a3,pwar,127s,https://cards.scryfall.io/normal/front/0/0/0073802c-2758-49e7-8b1f-8113704ed8a3.jpg?1783933317
Rootcast Apprenticeship,,00756441-a734-4960-9c69-f03a508a1522,blc,32,https://cards.scryfall.io/normal/front/0/0/00756441-a734-4960-9c69-f03a508a1522.jpg?1783910728
"Laelia, the Blade Reforged",,00760b58-8a7d-44fa-a5e7-9df54c21c77d,c21,380,https://cards.scryfall.io/normal/front/0/0/00760b58-8a7d-44fa-a5e7-9df54c21c77d.jpg?1783927458
Predatory Impetus,,0077099d-aafa-46b3-ab64-e1915a9dda70,clb,249,https://cards.scryfall.io/normal/front/0/0/0077099d-aafa-46b3-ab64-e1915a9dda70.jpg?1783922705
Cyclopean Tomb,,00775f44-fbe6-41ee-9977-d13d1fb5b6fb,leb,241,https://cards.scryfall.io/normal/front/0/0/00775f44-fbe6-41ee-9977-d13d1fb5b6fb.jpg?1783948606
Grove of the Guardian,,0079326b-ef87-49b8-9772-9134fb5deb3e,gk1,124,https://cards.scryfall.io/normal/front/0/0/0079326b-ef87-49b8-9772-9134fb5deb3e.jpg?1783934007
Deadly Alliance,,007a5c8c-ed0b-4844-9393-a3d25d4ffa1d,znr,96,https://cards.scryfall.io/normal/front/0/0/007a5c8c-ed0b-4844-9393-a3d25d4ffa1d.jpg?1783929380
Hushwood Verge // Hushwood Verge,Hushwood Verge,007a6422-20b7-40d0-aed1-99eb7482556a,adsk,26,https://cards.scryfall.io/normal/front/0/0/007a6422-20b7-40d0-aed1-99eb7482556a.jpg?1783909679
Hushwood Verge // Hushwood Verge,Hushwood Verge,007a6422-20b7-40d0-aed1-99eb7482556a,adsk,26,https://cards.scryfall.io/normal/back/0/0/007a6422-20b7-40d0-aed1-99eb7482556a.jpg?1783909679
Deep-Sea Terror,,007b526c-5387-4ed4-a320-b826d507e014,ori,52,https://cards.scryfall.io/normal/front/0/0/007b526c-5387-4ed4-a320-b826d507e014.jpg?1783938352
Cryptic Command,,007b8395-2725-4eb8-9e44-c7eb419fd319,sld,905,https://cards.scryfall.io/normal/front/0/0/007b8395-2725-4eb8-9e44-c7eb419fd319.jpg?1783905171
Rhino,,007c828b-5854-41ac-9c18-f9d41c69ed33,tmh1,13,https://cards.scryfall.io/normal/front/0/0/007c828b-5854-41ac-9c18-f9d41c69ed33.jpg?1783933224
Season of Weaving,,007ca493-a000-4d4e-9bdb-0ee38dc9da0d,pblb,68p,https://cards.scryfall.io/normal/front/0/0/007ca493-a000-4d4e-9bdb-0ee38dc9da0d.jpg?1783909854
Steamflogger Boss,,007ce039-def1-4039-a0a0-ba72e8872dc5,fut,121,https://cards.scryfall.io/normal/front/0/0/007ce039-def1-4039-a0a0-ba72e8872dc5.jpg?1783943101
Immaculate Magistrate,,007d0556-ccc4-47c5-b2ab-54b9681b74ee,ps11,143,https://cards.scryfall.io/normal/front/0/0/007d0556-ccc4-47c5-b2ab-54b9681b74ee.jpg?1783941501
Spinerock Knoll,,007d53d3-3fb7-4ca5-8195-203fb96fafa7,plst,DSC-300,https://cards.scryfall.io/normal/front/0/0/007d53d3-3fb7-4ca5-8195-203fb96fafa7.jpg?1783903446
Farhaven Elf,,007dc743-19e4-4086-8afe-364116b0c91c,pw26,2,https://cards.scryfall.io/normal/front/0/0/007dc743-19e4-4086-8afe-364116b0c91c.jpg?1783904340
Soul of Eternity,,007f0aab-e4e1-48dd-b333-76dd5c7ebe67,cmr,626,https://cards.scryfall.io/normal/front/0/0/007f0aab-e4e1-48dd-b333-76dd5c7ebe67.jpg?1783928628
Jaya Ballard,,007f1787-0d40-4fbd-b774-df891a0e5620,pdom,132s,https://cards.scryfall.io/normal/front/0/0/007f1787-0d40-4fbd-b774-df891a0e5620.jpg?1783934908
Starfield Vocalist,,0080d39f-10ae-491e-90e1-91464a0eee5a,peoe,78s,https://cards.scryfall.io/normal/front/0/0/0080d39f-10ae-491e-90e1-91464a0eee5a.jpg?1783905764
Noggle Robber,,0082ca96-10f3-4823-be16-117556b2afc3,ecl,237,https://cards.scryfall.io/normal/front/0/0/0082ca96-10f3-4823-be16-117556b2afc3.jpg?1783904408
Llanowar,,00832a47-dec8-411e-9708-b3ebbd3a2dfc,opca,48,https://cards.scryfall.io/normal/front/0/0/00832a47-dec8-411e-9708-b3ebbd3a2dfc.jpg?1783936891
"Gutmorn, Pactbound Servant",,0083a99d-92a1-4a31-b4d4-0dbb06057b48,ymid,28,https://cards.scryfall.io/normal/front/0/0/0083a99d-92a1-4a31-b4d4-0dbb06057b48.jpg?1783924546
Hurska Sweet-Tooth,,00841818-d46a-4865-a41c-daf627d10d1b,j25,53,https://cards.scryfall.io/normal/front/0/0/00841818-d46a-4865-a41c-daf627d10d1b.jpg?1783908854
Bat,,00841e4b-0995-4fb5-93d6-e177beba4934,tlci,6,https://cards.scryfall.io/normal/front/0/0/00841e4b-0995-4fb5-93d6-e177beba4934.jpg?1783913608
Refresh,,0084ba4e-98eb-4eb4-b23e-c5ab4d7d95cb,ody,264,https://cards.scryfall.io/normal/front/0/0/0084ba4e-98eb-4eb4-b23e-c5ab4d7d95cb.jpg?1783945212
Bone Picker,,00850712-704b-46af-93e6-51d7d79832f9,akr,94,https://cards.scryfall.io/normal/front/0/0/00850712-704b-46af-93e6-51d7d79832f9.jpg?1783930004
Jack-o'-Lantern,,0085a12e-7f65-4390-ac3b-7ff7ac046dcf,dbl,254,https://cards.scryfall.io/normal/front/0/0/0085a12e-7f65-4390-ac3b-7ff7ac046dcf.jpg?1783924324
Elemental,,008695e6-6d6f-4c16-bf05-377e8cc5f5ff,totj,12,https://cards.scryfall.io/normal/front/0/0/008695e6-6d6f-4c16-bf05-377e8cc5f5ff.jpg?1783911524
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied","Kuja, Genome Sorcerer",008782d2-72b0-4554-b1ce-2db99969a4d8,fin,232,https://cards.scryfall.io/normal/front/0/0/008782d2-72b0-4554-b1ce-2db99969a4d8.jpg?1783906574
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied","Trance Kuja, Fate Defied",008782d2-72b0-4554-b1ce-2db99969a4d8,fin,232,https://cards.scryfall.io/normal/back/0/0/008782d2-72b0-4554-b1ce-2db99969a4d8.jpg?1783906574
Manaform Hellkite,,0087f7de-7065-4492-8fe9-f9a22c32a05d,dbl,437,https://cards.scryfall.io/normal/front/0/0/0087f7de-7065-4492-8fe9-f9a22c32a05d.jpg?1783924196
Bind // Liberate,,0087fdee-acb4-4449-b4cc-370f0f3c88a9,cmb2,88,https://cards.scryfall.io/normal/front/0/0/0087fdee-acb4-4449-b4cc-370f0f3c88a9.jpg?1783925925
